MLS#,Original List Price,Rented Price,Price Change,Percentage Change,SF,Price/SF,List Date,Rented Date,Calculated DOM,Year Built,Pool,Waterfront,Pets Allowed,GAR,Last List Price,Available Date,Last Status Change Date,System DOM,City Name,State,Zip Code,Subdivision Name,BE,BA
A10586370,"$2,600 ","$2,600 ",$0 ,0.00%,"1,129",2.3,12/14/2018,02/05/2019,53,2008,Yes,No,Yes,1,"$2,600 ",02/01/2019,02/08/2019,48,Miami,FL,33130,IVY CONDO,2,2
A10531758,"$5,400 ","$4,200 ","$1,200 ",22.22%,"1,306",3.22,09/04/2018,02/05/2019,154,2018,Yes,No,No,1,"$4,400 ",07/06/2018,03/04/2019,181,Miami,FL,33133,Park grove Residences,2,2
A10591676,"$4,300 ","$4,000 ",$300 ,6.98%,"1,343",2.98,01/03/2019,02/05/2019,33,2018,Yes,No,Yes,2,"$4,300 ",01/01/2019,02/05/2019,32,Miami,FL,33131,SLS LUX,2,2
A10559326,"$4,500 ","$3,600 ",$900 ,20.00%,"1,231",2.92,10/23/2018,02/04/2019,104,2018,No,No,Yes,1,"$4,100 ",10/23/2018,02/14/2019,114,Miami,FL,33133,CLUB RESIDENCES AT PARK G,2,2
A10600620,"$3,750 ","$3,500 ",$250 ,6.67%,"1,168",3,01/15/2019,02/04/2019,20,2008,Yes,Yes,No,1,"$3,750 ",01/15/2019,02/04/2019,20,Miami,FL,33131,ICONBRICKELL CONDO NO 1,2,2
A10547500,"$2,550 ","$2,650 ",($100),-3.92%,"1,106",2.4,10/02/2018,02/04/2019,125,2008,Yes,No,No,1,"$2,700 ",10/27/2018,02/05/2019,96,Miami,FL,33130,THE AXIS ON BRICKELL II,2,2
A10569995,"$2,700 ","$2,600 ",$100 ,3.70%,"1,108",2.35,11/09/2018,02/01/2019,84,2008,Yes,No,No,1,"$2,700 ",11/30/2018,02/06/2019,73,Miami,FL,33130,AXIS,2,2
A10569850,"$3,000 ","$2,900 ",$100 ,3.33%,912,3.18,11/11/2018,02/01/2019,82,2017,Yes,Yes,Yes,1,"$3,000 ",11/22/2018,02/01/2019,74,Miami,FL,33137,BISCAYNE BEACH CONDO,2,2
A10597463,"$3,400 ","$3,200 ",$200 ,5.88%,"1,301",2.46,01/07/2019,02/01/2019,25,2005,Yes,No,Yes,1,"$3,400 ",01/10/2019,02/19/2019,17,Miami,FL,33131,CARBONELL CONDO,2,2
A10584341,"$2,850 ","$2,750 ",$100 ,3.51%,"1,073",2.56,12/11/2018,02/01/2019,52,2015,Yes,Yes,Yes,1,"$2,850 ",12/20/2018,02/10/2019,41,Miami,FL,33137,ICON BAY CONDO,2,2
A10580422,"$2,900 ","$2,700 ",$200 ,6.90%,"1,104",2.45,12/03/2018,02/01/2019,60,2015,Yes,Yes,Yes,2,"$2,800 ",12/03/2018,02/21/2019,50,Miami,FL,33137,ICON BAY CONDO,2,2
A10517865,"$2,600 ","$2,600 ",$0 ,0.00%,"1,327",1.96,08/01/2018,02/01/2019,184,2008,No,No,Yes,1,"$2,600 ",08/15/2018,02/28/2019,168,Miami,FL,33132,MARINABLUE CONDO,2,2
A10593425,"$2,699 ","$2,700 ",($1),-0.04%,"1,121",2.41,01/03/2019,02/01/2019,29,2010,Yes,Yes,No,1,"$2,699 ",01/04/2019,02/02/2019,8,Miami,FL,33130,MINT CONDO,2,2
A10582999,"$2,700 ","$2,700 ",$0 ,0.00%,"1,107",2.44,12/05/2018,02/01/2019,58,2008,Yes,No,Yes,0,"$2,700 ",12/15/2018,02/01/2019,42,Miami,FL,33130,THE AXIS ON BRICKELL,2,2
A10509525,"$2,700 ","$2,500 ",$200 ,7.41%,"1,053",2.37,07/24/2018,01/31/2019,191,2007,Yes,No,Yes,1,"$2,700 ",06/15/2017,02/04/2019,109,Miami,FL,33133,Lofts At Mayfair Condo,2,2
A10531543,"$3,000 ","$2,900 ",$100 ,3.33%,"1,095",2.65,09/01/2018,01/30/2019,151,2015,Yes,Yes,No,1,"$2,900 ",09/24/2018,01/31/2019,130,Miami,FL,33137,ICON BAY CONDO,2,2
A10595322,"$3,000 ","$2,850 ",$150 ,5.00%,"1,318",2.16,01/07/2019,01/25/2019,18,2008,Yes,Yes,No,0,"$3,000 ",01/07/2019,01/27/2019,3,Miami,FL,33132,MARINABLUE CONDO,2,2
A10581192,"$3,400 ","$3,400 ",$0 ,0.00%,"1,134",3,12/04/2018,01/25/2019,52,2016,Yes,No,Yes,1,"$3,400 ",12/05/2018,01/29/2019,56,Miami,FL,33131,THE BONDO (1080 BRICKELL),2,2
A10566393,"$2,990 ","$2,800 ",$190 ,6.35%,"1,322",2.12,11/05/2018,01/23/2019,79,2008,Yes,Yes,Yes,1,"$2,850 ",11/05/2018,01/23/2019,79,Miami,FL,33132,MARINABLUE CONDO,2,2
A10595081,"$2,700 ","$2,600 ",$100 ,3.70%,"1,145",2.27,01/07/2019,01/23/2019,16,2005,Yes,Yes,Yes,1,"$2,700 ",01/07/2019,01/31/2019,24,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A10547554,"$4,500 ","$3,800 ",$700 ,15.56%,"1,306",2.91,10/02/2018,01/21/2019,111,2018,Yes,No,No,1,"$4,000 ",07/06/2018,01/24/2019,114,Miami,FL,33133,Park grove Residences,2,2
A10544602,"$3,200 ","$2,700 ",$500 ,15.63%,"1,149",2.35,09/26/2018,01/19/2019,115,2018,Yes,Yes,Yes,1,"$2,900 ",09/26/2018,01/22/2019,78,Miami,FL,33132,ARIA ON THE BAY CONDO,2,2
A10537115,"$3,500 ","$3,200 ",$300 ,8.57%,"1,210",2.64,09/12/2018,01/18/2019,128,2017,No,No,Yes,1,"$3,300 ",09/12/2018,01/18/2019,128,Miami,FL,33137,Hyde Midtown,2,2
A10557986,"$2,800 ","$2,600 ",$200 ,7.14%,"1,192",2.18,10/19/2018,01/18/2019,91,2015,No,No,No,1,"$2,750 ",12/01/2018,01/23/2019,91,Miami,FL,33130,NINE AT MARY BRICKEL,2,2
A10555259,"$3,100 ","$2,900 ",$200 ,6.45%,788,3.68,10/15/2018,01/17/2019,94,2017,Yes,No,Yes,1,"$2,790 ",11/01/2018,01/24/2019,63,Miami,FL,33130,BRICKELL HEIGHTS WEST CON,2,2
A10534115,"$2,500 ","$2,500 ",$0 ,0.00%,"1,084",2.31,09/07/2018,01/17/2019,132,2010,Yes,No,No,2,"$2,500 ",09/07/2018,01/17/2019,132,Miami,FL,33125,TERRAZAS RIVERPARK VILLAG,2,2
A10567339,"$3,125 ","$2,850 ",$275 ,8.80%,"1,087",2.62,11/06/2018,01/17/2019,72,2007,Yes,No,Yes,1,"$2,975 ",12/15/2018,01/25/2019,80,Miami,FL,33137,Two Midtown Miami Condo,2,2
A10590378,"$2,990 ","$2,900 ",$90 ,3.01%,"1,123",2.58,12/15/2018,01/15/2019,31,2008,Yes,No,Yes,1,"$2,990 ",08/24/2015,01/15/2019,31,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A10472925,"$2,750 ","$2,600 ",$150 ,5.45%,"1,031",2.52,05/21/2018,01/15/2019,239,2008,Yes,Yes,Yes,1,"$2,750 ",07/01/2018,01/15/2019,227,Miami,FL,33132,900 BISCAYNE BAY CONDO,2,2
A10562641,"$2,850 ","$2,700 ",$150 ,5.26%,"1,150",2.35,10/29/2018,01/15/2019,78,2015,Yes,No,Yes,2,"$2,850 ",10/15/2018,02/04/2019,98,Miami,FL,33154,BAY HARBOR CLUB CONDO,2,2
A10543029,"$3,250 ","$3,300 ",($50),-1.54%,"1,168",2.83,09/24/2018,01/15/2019,113,2008,Yes,Yes,Yes,1,"$3,300 ",09/24/2018,01/29/2019,86,Miami,FL,33131,ICONBRICKELL CONDO NO 1,2,2
A10536219,"$2,750 ","$2,550 ",$200 ,7.27%,"1,099",2.32,09/14/2018,01/15/2019,123,2010,No,No,No,1,"$2,650 ",10/15/2018,01/15/2019,95,Miami,FL,33130,MINT CONDO,2,2
A10564561,"$3,250 ","$3,100 ",$150 ,4.62%,"1,434",2.16,11/01/2018,01/15/2019,75,2015,Yes,No,Yes,2,"$3,250 ",11/30/2018,01/17/2019,77,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A10561922,"$4,750 ","$3,900 ",$850 ,17.89%,"1,306",2.99,10/27/2018,01/15/2019,80,2018,Yes,No,No,1,"$4,350 ",07/06/2018,01/17/2019,82,Miami,FL,33133,Park grove Residences,2,2
A10589520,"$2,950 ","$2,900 ",$50 ,1.69%,"1,012",2.87,11/21/2018,01/14/2019,54,2008,Yes,Yes,No,1,"$2,950 ",01/15/2019,01/14/2019,50,Miami,FL,33131,ICONBRICKELL CONDO NO 1,2,2
A10555391,"$2,800 ","$2,600 ",$200 ,7.14%,"1,142",2.28,10/16/2018,01/11/2019,87,2007,Yes,Yes,No,1,"$2,625 ",10/16/2018,01/14/2019,58,Miami,FL,33132,1800 CLUB CONDO,2,2
A10568615,"$2,600 ","$2,500 ",$100 ,3.85%,"1,181",2.12,11/08/2018,01/10/2019,63,2008,Yes,No,Yes,1,"$2,500 ",11/08/2018,01/17/2019,48,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A10552140,"$4,500 ","$3,850 ",$650 ,14.44%,"1,332",2.89,10/10/2018,01/09/2019,91,2016,Yes,Yes,Yes,1,"$4,250 ",11/01/2018,01/12/2019,87,Miami,FL,33131,Brickell,2,2
A10508898,"$2,950 ","$2,600 ",$350 ,11.86%,"1,126",2.31,07/24/2018,01/05/2019,165,2008,Yes,No,No,1,"$2,650 ",08/08/2018,01/05/2019,162,Miami,FL,33131,Met 01 Condo,2,2
A10511557,"$3,150 ","$2,850 ",$300 ,9.52%,"1,154",2.47,07/28/2018,01/04/2019,160,2007,Yes,No,No,2,"$2,900 ",09/07/2018,01/04/2019,131,Miami,FL,33132,1800 CLUB CONDO,2,2
A10567313,"$2,750 ","$2,700 ",$50 ,1.82%,"1,099",2.46,11/06/2018,01/03/2019,58,2010,Yes,No,No,1,"$2,750 ",12/27/2018,01/10/2019,65,Miami,FL,33130,MINT CONDO,2,2
A10574201,"$2,800 ","$2,500 ",$300 ,10.71%,"1,145",2.18,11/19/2018,01/03/2019,45,2005,Yes,Yes,Yes,1,"$2,700 ",12/24/2018,01/08/2019,50,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A10546843,"$3,700 ","$3,100 ",$600 ,16.22%,"1,334",2.32,10/01/2018,01/03/2019,94,2016,Yes,No,Yes,1,"$3,200 ",10/15/2018,01/10/2019,74,Miami,FL,33130,SLS Brickell,2,2
A10560290,"$3,150 ","$3,100 ",$50 ,1.59%,"1,222",2.54,10/24/2018,01/02/2019,70,2016,Yes,Yes,Yes,1,"$3,150 ",12/01/2018,01/09/2019,51,Miami,FL,33137,Crimson Condo,2,2
A10568305,"$2,900 ","$2,800 ",$100 ,3.45%,"1,286",2.18,11/07/2018,01/01/2019,55,2016,Yes,Yes,Yes,2,"$2,800 ",11/19/2018,01/02/2019,42,Miami,FL,33137,THE CRIMSON CONDOMINIUM,2,2
A10544850,"$4,400 ","$3,300 ","$1,100 ",25.00%,"1,285",2.57,09/26/2018,12/31/2018,96,2018,Yes,Yes,Yes,1,"$3,600 ",09/26/2018,12/31/2018,96,Miami,FL,33137,ONE PARAISO CONDOMINIUM,2,2
A10521653,"$3,200 ","$2,700 ",$500 ,15.63%,"1,263",2.14,08/15/2018,12/26/2018,133,2008,Yes,No,Yes,1,"$2,900 ",09/01/2018,12/26/2018,108,Miami,FL,33137,Four Midtown Miami Condo,2,2
A10581152,"$2,600 ","$2,500 ",$100 ,3.85%,"1,145",2.18,12/04/2018,12/20/2018,16,2005,Yes,Yes,Yes,1,"$2,600 ",12/15/2018,12/28/2018,24,Miami,FL,33131,ONE MIAMI EAST CONDO,2,2
A10539869,"$4,200 ","$3,990 ",$210 ,5.00%,"1,386",2.88,09/19/2018,12/18/2018,90,2009,Yes,No,Yes,1,"$3,990 ",10/05/2018,12/18/2018,66,Miami,FL,33131,ICON BRICKELL CONDO NO 3,2,2
A10575459,"$3,600 ","$3,500 ",$100 ,2.78%,"1,450",2.41,11/16/2018,12/16/2018,30,2009,Yes,Yes,No,1,"$3,600 ",12/01/2015,12/17/2018,31,Miami,FL,33131,Icon Brickell Tower 2,2,2
A10522402,"$2,750 ","$2,650 ",$100 ,3.64%,"1,100",2.41,08/16/2018,12/15/2018,121,2008,No,No,Yes,1,"$2,750 ",08/16/2018,12/16/2018,97,Miami,FL,33131,500 BRICKELL EAST CONDO,2,2
A10567141,"$2,900 ","$2,850 ",$50 ,1.72%,"1,014",2.81,11/05/2018,12/15/2018,40,2017,Yes,Yes,Yes,1,"$2,900 ",09/26/2017,12/18/2018,43,Miami,FL,33137,Biscayne Beach Condo,2,2
A10549374,"$3,000 ","$2,900 ",$100 ,3.33%,"1,073",2.7,09/11/2018,12/15/2018,95,2015,Yes,Yes,No,1,"$3,000 ",11/30/2018,12/17/2018,45,Miami,FL,33137,ICON BAY CONDO,2,2
A10521027,"$3,000 ","$2,700 ",$300 ,10.00%,"1,073",2.52,07/05/2018,12/15/2018,163,2015,Yes,Yes,No,1,"$2,900 ",08/14/2018,12/26/2018,131,Miami,FL,33137,ICON BAY CONDO,2,2
A10511304,"$4,490 ","$4,300 ",$190 ,4.23%,"1,343",3.2,07/27/2018,12/14/2018,140,2018,Yes,No,No,2,"$4,490 ",07/30/2018,12/19/2018,104,Miami,FL,33131,SLS LUX,2,2
A10567691,"$3,000 ","$2,900 ",$100 ,3.33%,"1,293",2.24,11/07/2018,12/13/2018,36,2008,Yes,No,Yes,1,"$2,990 ",10/01/2016,12/13/2018,14,Miami,FL,33132,Vizcayne,2,2
A10552234,"$2,950 ","$2,800 ",$150 ,5.08%,"1,432",1.96,10/10/2018,12/10/2018,61,2017,Yes,No,No,1,"$2,950 ",12/01/2018,01/07/2019,12,Miami,FL,33131,1010 Brickell,2,2
A10489844,"$3,500 ","$3,300 ",$200 ,5.71%,"1,153",2.86,06/25/2018,12/10/2018,168,2014,Yes,No,Yes,1,"$3,500 ",06/25/2018,12/10/2018,127,Miami,FL,33131,BRICKELLHOUSE CONDO,2,2
A10518663,"$2,700 ","$2,500 ",$200 ,7.41%,"1,181",2.12,08/09/2018,12/10/2018,123,2008,Yes,No,Yes,1,"$2,600 ",08/31/2018,12/14/2018,124,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A10476120,"$3,500 ","$2,600 ",$900 ,25.71%,"1,400",1.86,05/25/2018,12/07/2018,196,2006,Yes,Yes,Yes,2,"$2,850 ",06/30/2018,12/10/2018,159,Miami,FL,33137,NEW WAVE CONDO,2,2
A10548290,"$3,200 ","$3,100 ",$100 ,3.13%,"1,116",2.78,10/03/2018,12/06/2018,64,2014,Yes,No,Yes,1,"$3,200 ",04/01/2016,04/08/2019,187,Miami,FL,33131,BRICKELLHOUSE,2,2
A10538513,"$2,800 ","$2,650 ",$150 ,5.36%,"1,169",2.27,09/18/2018,12/06/2018,79,2005,Yes,No,Yes,1,"$2,800 ",10/01/2018,12/14/2018,87,Miami,FL,33131,ONE MIAMI WEST CONDO,2,2
A10572920,"$2,750 ","$2,650 ",$100 ,3.64%,"1,238",2.14,11/21/2018,12/06/2018,15,2018,Yes,No,Yes,1,"$2,750 ",11/01/2018,01/22/2019,62,Miami,FL,33137,Paraiso Bayviews,2,2
A10564327,"$2,850 ","$2,700 ",$150 ,5.26%,"1,239",2.18,11/01/2018,12/05/2018,34,2008,No,No,No,1,"$2,850 ",11/01/2018,12/07/2018,9,Miami,FL,33132,QUANTUM ON THE BAY CONDO,2,2
A10497592,"$4,200 ","$3,700 ",$500 ,11.90%,"1,343",2.76,07/05/2018,12/04/2018,152,2018,Yes,No,Yes,2,"$4,200 ",07/05/2018,12/12/2018,119,Miami,FL,33131,SLS LUX,2,2
A10549588,"$3,500 ","$3,500 ",$0 ,0.00%,"1,147",3.05,10/05/2018,12/02/2018,58,2010,Yes,Yes,No,0,"$3,500 ",11/01/2018,12/03/2018,6,Miami,FL,33137,PARAMOUNT BAY CONDO,2,2
A10556015,"$2,700 ","$2,600 ",$100 ,3.70%,"1,307",1.99,10/16/2018,12/01/2018,46,2007,Yes,Yes,No,1,"$2,700 ",11/15/2018,12/02/2018,25,Miami,FL,33132,1800 CLUB CONDO,2,2
A10576106,"$3,150 ","$3,000 ",$150 ,4.76%,"1,178",2.55,11/25/2018,12/01/2018,6,2016,Yes,No,No,1,"$3,150 ",11/26/2018,12/10/2018,5,Miami,FL,33130,BRICKELL HEIGHTS WEST CON,2,2
A10562441,"$2,650 ","$2,550 ",$100 ,3.77%,"1,126",2.26,11/01/2018,12/01/2018,30,2008,Yes,No,No,1,"$2,650 ",11/01/2018,12/06/2018,29,Miami,FL,33131,MET 1 CONDO,2,2
F10135304,"$2,650 ","$2,500 ",$150 ,5.66%,"1,227",2.04,08/06/2018,12/01/2018,117,2005,Yes,Yes,Yes,1,"$2,600 ",09/01/2018,01/04/2019,64,Miami,FL,33131,One Miami East Condo,2,2
A10537398,"$3,400 ","$3,000 ",$400 ,11.76%,"1,244",2.41,09/13/2018,12/01/2018,79,2018,Yes,Yes,Yes,1,"$3,100 ",09/13/2018,12/05/2018,76,Miami,FL,33137,PARAISO BAY,2,2
A10510472,"$3,400 ","$2,500 ",$900 ,26.47%,"1,068",2.34,07/26/2018,12/01/2018,128,2018,Yes,No,Yes,1,"$2,550 ",08/01/2018,12/04/2018,118,Miami,FL,33137,Paraiso Bay Views,2,2
A10565112,"$3,500 ","$3,300 ",$200 ,5.71%,"1,208",2.73,11/05/2018,12/01/2018,26,2016,Yes,Yes,Yes,1,"$3,500 ",11/05/2018,12/17/2018,21,Miami,FL,33131,REACH CONDO,2,2
A10497384,"$3,000 ","$2,700 ",$300 ,10.00%,"1,226",2.2,07/04/2018,12/01/2018,150,2016,Yes,Yes,No,2,"$2,800 ",07/04/2018,12/04/2018,140,Miami,FL,33137,THE CRIMSON CONDO,2,2
A10563384,"$2,650 ","$2,650 ",$0 ,0.00%,"1,321",2.01,10/30/2018,11/30/2018,31,2015,Yes,No,Yes,2,"$2,650 ",11/15/2018,12/07/2018,38,Miami,FL,33154,BAY HARBOR CLUB CONDO,2,2
A10540549,"$2,650 ","$2,500 ",$150 ,5.66%,"1,121",2.23,09/25/2018,11/30/2018,66,2010,Yes,Yes,No,1,"$2,550 ",09/25/2018,11/30/2018,42,Miami,FL,33130,MINT CONDO,2,2
A10524251,"$2,500 ","$2,500 ",$0 ,0.00%,"1,307",1.91,08/20/2018,11/29/2018,101,2007,Yes,Yes,No,1,"$2,500 ",12/05/2018,11/29/2018,53,Miami,FL,33132,1800 Club Condo,2,2
A10568307,"$2,750 ","$2,500 ",$250 ,9.09%,"1,073",2.33,11/07/2018,11/29/2018,22,2015,Yes,Yes,Yes,1,"$2,750 ",11/08/2018,12/05/2018,7,Miami,FL,33137,ICON BAY CONDO,2,2
A10538970,"$3,200 ","$2,900 ",$300 ,9.38%,"1,244",2.33,09/01/2018,11/28/2018,88,2018,Yes,Yes,No,1,"$3,000 ",09/29/2018,11/29/2018,89,Miami,FL,33137,PARAISO BAY,2,2
A10524139,"$3,500 ","$2,800 ",$700 ,20.00%,"1,178",2.38,08/20/2018,11/26/2018,98,2017,Yes,No,Yes,1,"$3,000 ",09/01/2017,11/28/2018,86,Miami,FL,33130,Brickell Heigths,2,2
A10547200,"$2,900 ","$2,900 ",$0 ,0.00%,"1,173",2.47,10/03/2018,11/26/2018,54,2015,Yes,Yes,No,1,"$2,900 ",11/01/2018,12/17/2018,36,Miami,FL,33137,ICON BAY,2,2
A10517093,"$2,700 ","$2,600 ",$100 ,3.70%,"1,234",2.11,08/07/2018,11/26/2018,111,2007,Yes,Yes,Yes,1,"$2,700 ",08/07/2018,11/27/2018,106,Miami,FL,33137,STAR LOFTS ON THE BAY CON,2,2
A10542805,"$3,800 ","$2,800 ","$1,000 ",26.32%,"1,256",2.23,09/21/2018,11/24/2018,64,2018,No,No,Yes,1,"$2,850 ",09/24/2018,11/26/2018,66,Miami,FL,33137,HYDE MIDTOWN,2,2
A10550731,"$2,875 ","$2,850 ",$25 ,0.87%,"1,200",2.38,10/04/2018,11/19/2018,46,2008,Yes,No,Yes,1,"$2,875 ",11/15/2018,11/27/2018,27,Miami,FL,33131,500 BRICKELL WEST CONDO,2,2
A10516987,"$3,199 ","$2,600 ",$599 ,18.72%,"1,108",2.35,08/07/2018,11/15/2018,100,2008,Yes,Yes,No,1,"$2,800 ",08/07/2018,11/29/2018,114,Miami,FL,33130,THE AXIS ON BRICKELL,2,2
A10533467,"$2,700 ","$2,600 ",$100 ,3.70%,"1,107",2.35,09/05/2018,11/15/2018,71,2008,Yes,No,No,0,"$2,650 ",09/05/2018,11/19/2018,54,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A10528638,"$2,800 ","$2,600 ",$200 ,7.14%,"1,142",2.28,08/28/2018,11/14/2018,78,2008,Yes,No,Yes,1,"$2,750 ",08/28/2018,11/15/2018,78,Miami,FL,33137,FOUR MIDTOWN MIAMI CONDO,2,2
A10512398,"$3,300 ","$3,400 ",($100),-3.03%,"1,134",3,08/22/2018,11/13/2018,83,2016,Yes,No,Yes,1,"$3,500 ",11/01/2018,11/13/2018,83,Miami,FL,33131,THE BOND (1080 BRICKELL),2,2
A10530762,"$3,100 ","$2,900 ",$200 ,6.45%,"1,208",2.4,08/31/2018,11/12/2018,73,2015,Yes,Yes,Yes,1,"$2,900 ",09/14/2018,11/12/2018,56,Miami,FL,33137,ICONBAY,2,2
A10498047,"$4,100 ","$3,600 ",$500 ,12.20%,"1,088",3.31,07/05/2018,11/12/2018,130,2017,Yes,No,No,1,"$4,100 ",07/05/2018,11/15/2018,118,Miami,FL,33130,SLS BRICKELL,2,2
A10541003,"$2,550 ","$2,500 ",$50 ,1.96%,"1,013",2.47,09/19/2018,11/09/2018,51,2008,Yes,No,No,0,"$2,550 ",08/22/2018,11/14/2018,42,Miami,FL,33130,THE AXIS ON BRICKELL II C,2,2
A10528127,"$2,950 ","$2,600 ",$350 ,11.86%,"1,337",1.94,08/31/2018,11/08/2018,69,2006,Yes,Yes,Yes,2,"$2,950 ",09/01/2018,11/29/2018,90,Miami,FL,33130,Neo Vertika Condo,2,2
A10534246,"$2,600 ","$2,550 ",$50 ,1.92%,"1,101",2.32,09/07/2018,11/08/2018,62,2008,Yes,No,No,1,"$2,600 ",09/08/2018,11/10/2018,36,Miami,FL,33131,THE PLAZA 851 BRICKELL CO,2,2
A10551198,"$2,850 ","$2,750 ",$100 ,3.51%,868,3.17,10/08/2018,11/07/2018,30,2016,Yes,No,No,1,"$2,850 ",10/08/2018,11/12/2018,21,Miami,FL,33131,1300 S MIAMI AVENUE CONDO,2,2
A10486518,"$3,000 ","$2,700 ",$300 ,10.00%,969,2.79,06/14/2018,11/06/2018,145,2014,Yes,No,Yes,1,"$3,000 ",08/15/2018,11/08/2018,134,Miami,FL,33131,BRICKELLHOUSE CONDO,2,2
A10522504,"$3,575 ","$3,400 ",$175 ,4.90%,"1,327",2.56,08/16/2018,11/05/2018,81,2009,No,No,Yes,1,"$3,575 ",08/16/2018,11/07/2018,67,Miami,FL,33131,ICON BRICKELL NO TWO,2,2
A10478507,"$4,300 ","$3,600 ",$700 ,16.28%,"1,413",2.55,05/31/2018,11/05/2018,158,2018,Yes,Yes,Yes,2,"$3,600 ",04/25/2018,11/05/2018,126,Miami,FL,33130,SLS LUX,2,2
A10509689,"$3,000 ","$2,800 ",$200 ,6.67%,"1,167",2.4,07/24/2018,11/02/2018,101,2015,Yes,No,No,1,"$2,850 ",07/24/2018,11/12/2018,72,Miami,FL,33130,1100 MILLECENTO RESIDENCE,2,2
A10544148,"$2,900 ","$2,900 ",$0 ,0.00%,868,3.34,09/25/2018,11/02/2018,38,2016,Yes,No,No,1,"$2,900 ",09/25/2018,11/12/2018,18,Miami,FL,33131,1300 S MIAMI AVENUE CONDO,2,2
A10540498,"$3,600 ","$3,400 ",$200 ,5.56%,"1,413",2.41,09/19/2018,11/02/2018,44,2018,Yes,No,Yes,1,"$3,600 ",09/18/2018,11/05/2018,41,Miami,FL,33131,SLS LUX,2,2
A10543171,"$2,900 ","$2,900 ",$0 ,0.00%,"1,073",2.7,09/24/2018,11/01/2018,38,2015,Yes,Yes,Yes,1,"$2,900 ",10/01/2018,11/02/2018,24,Miami,FL,33137,ICON BAY CONDO,2,2
A10530699,"$3,000 ","$3,100 ",($100),-3.33%,"1,228",2.52,08/31/2018,11/01/2018,62,2015,Yes,No,No,1,"$2,900 ",10/01/2018,11/05/2018,58,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A10519682,"$4,500 ","$2,600 ","$1,900 ",42.22%,"1,238",2.1,08/04/2018,11/01/2018,89,2018,Yes,No,Yes,1,"$2,790 ",08/01/2018,11/19/2018,87,Miami,FL,33137,PARAISO BAYVIEWS,2,2
A10533348,"$2,600 ","$2,500 ",$100 ,3.85%,"1,106",2.26,09/06/2018,11/01/2018,56,2008,Yes,No,No,1,"$2,600 ",11/01/2018,11/06/2018,15,Miami,FL,33130,THE AXIS ON BRICKELL COND,2,2
A10472446,"$2,750 ","$2,600 ",$150 ,5.45%,"1,113",2.34,05/19/2018,11/01/2018,166,2008,Yes,No,Yes,1,"$2,750 ",06/01/2018,11/09/2018,89,Miami,FL,33131,THE PLAZA 901 BRICKELL CO,2,2
A10513134,"$3,000 ","$2,750 ",$250 ,8.33%,"1,197",2.3,07/31/2018,10/31/2018,92,2008,Yes,No,Yes,1,"$2,900 ",08/01/2018,11/04/2018,83,Miami,FL,33131,500 BRICKELL EAST CONDO,2,2
A10494910,"$2,750 ","$2,550 ",$200 ,7.27%,982,2.6,06/29/2018,10/29/2018,122,2018,Yes,No,Yes,1,"$2,750 ",07/02/2018,11/09/2018,63,Miami,FL,33137,Hyde Midtown,2,2
A10521821,"$3,400 ","$3,200 ",$200 ,5.88%,"1,311",2.44,08/20/2018,10/29/2018,70,2015,Yes,Yes,No,1,"$3,400 ",08/18/2018,10/29/2018,55,Miami,FL,33137,ICON BAY CONDO,2,2
A10515343,"$2,800 ","$2,500 ",$300 ,10.71%,"1,097",2.28,08/03/2018,10/29/2018,87,2015,Yes,No,Yes,1,"$2,575 ",08/03/2018,10/31/2018,78,Miami,FL,33130,NINE AT MARY BRICKELL VIL,2,2
A10491375,"$3,000 ","$2,500 ",$500 ,16.67%,"1,038",2.41,06/22/2018,10/26/2018,126,2018,Yes,Yes,No,1,"$2,700 ",06/22/2018,10/26/2018,112,Miami,FL,33132,Aria on the Bay,2,2
A10527040,"$2,900 ","$2,700 ",$200 ,6.90%,"1,226",2.2,08/22/2018,10/26/2018,65,2016,Yes,Yes,No,0,"$2,700 ",09/01/2018,10/30/2018,58,Miami,FL,33137,THE CRIMSON CONDO,2,2
A10535137,"$3,700 ","$3,300 ",$400 ,10.81%,"1,433",2.3,09/10/2018,10/25/2018,45,2008,Yes,Yes,No,1,"$3,700 ",09/10/2018,10/26/2018,38,Miami,FL,33131,ICONBRICKELL CONDO NO 1,2,2
A10480346,"$3,100 ","$3,100 ",$0 ,0.00%,"1,208",2.57,06/04/2018,10/19/2018,137,2008,Yes,No,Yes,1,"$3,100 ",06/04/2018,11/05/2018,143,Miami,FL,33132,MARINABLUE CONDO,2,2
A10516417,"$3,250 ","$3,050 ",$200 ,6.15%,"1,028",2.97,08/06/2018,10/15/2018,70,2017,Yes,No,No,1,"$3,250 ",08/06/2018,10/15/2018,56,Miami,FL,33131,1010 BRICKELL CONDO,2,2
